sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0455;0.2352;9.7797;0.0;;;;NaN;;;;0 / 0;122006;2018-04-04 20:29:24:572
0.0042;0.4238;9.5888;0.0;;;;NaN;;;;0 / 0;122506;2018-04-04 20:29:25:072
0.1077;0.7428;9.4972;0.0;;;;NaN;;;;0 / 0;123007;2018-04-04 20:29:25:573
0.0784;0.6333;9.6863;0.0;;;;NaN;;;;0 / 0;123506;2018-04-04 20:29:26:072
0.0652;0.589;9.7139;0.0;;;;NaN;;;;0 / 0;124006;2018-04-04 20:29:26:572
0.0539;0.5034;9.7187;0.0;;;;NaN;;;;0 / 0;124506;2018-04-04 20:29:27:072
-0.0036;0.3813;9.7839;0.0;;;;NaN;;;;0 / 0;125007;2018-04-04 20:29:27:573
-0.0269;0.3693;9.6043;0.0;;;;NaN;;;;0 / 0;125506;2018-04-04 20:29:28:072
0.0365;0.5477;9.5343;0.0;;;;NaN;;;;0 / 0;126007;2018-04-04 20:29:28:573
0.0976;0.6883;9.6851;0.0;;;;NaN;;;;0 / 0;126506;2018-04-04 20:29:29:072
0.0479;0.6381;9.7246;0.0;;;;NaN;;;;0 / 0;127006;2018-04-04 20:29:29:572
0.0605;0.5986;9.6373;0.0;;;;NaN;;;;0 / 0;127506;2018-04-04 20:29:30:072
0.0347;0.4615;9.7001;0.0;;;;NaN;;;;0 / 0;128006;2018-04-04 20:29:30:572
-0.0012;0.3944;9.7474;0.0;;;;NaN;;;;0 / 0;128507;2018-04-04 20:29:31:073
-0.0078;0.4417;9.7229;0.0;;;;NaN;;;;0 / 0;129006;2018-04-04 20:29:31:572
0.0652;0.6015;9.5457;0.0;;;;NaN;;;;0 / 0;129506;2018-04-04 20:29:32:072
0.0832;0.6823;9.599;0.0;;;;NaN;;;;0 / 0;130007;2018-04-04 20:29:32:573
0.073;0.5866;9.812;0.0;;;;NaN;;;;0 / 0;130507;2018-04-04 20:29:33:073
0.0257;0.5321;9.6456;0.0;;;;NaN;;;;0 / 0;131006;2018-04-04 20:29:33:572
0.0215;0.4752;9.7354;0.0;;;;NaN;;;;0 / 0;131506;2018-04-04 20:29:34:072
0.0209;0.4417;9.7941;0.0;;;;NaN;;;;0 / 0;132006;2018-04-04 20:29:34:572
0.009;0.4579;9.5241;0.0;;;;NaN;;;;0 / 0;132507;2018-04-04 20:29:35:073
0.0736;0.662;9.6043;0.0;;;;NaN;;;;0 / 0;133006;2018-04-04 20:29:35:572
0.0694;0.6608;9.6804;0.0;;;;NaN;;;;0 / 0;133506;2018-04-04 20:29:36:072
0.0156;0.5626;9.7127;0.0;;;;NaN;;;;0 / 0;134006;2018-04-04 20:29:36:572
0.0018;0.4022;9.6983;0.0;;;;NaN;;;;0 / 0;134507;2018-04-04 20:29:37:073
-0.0084;0.3711;9.6869;0.0;;;;NaN;;;;0 / 0;135007;2018-04-04 20:29:37:573
0.009;0.4022;9.657;0.0;;;;NaN;;;;0 / 0;135506;2018-04-04 20:29:38:072
0.0102;0.4824;9.5098;0.0;;;;NaN;;;;0 / 0;136006;2018-04-04 20:29:38:572
0.082;0.6512;9.648;0.0;;;;NaN;;;;0 / 0;136506;2018-04-04 20:29:39:072
0.0724;0.7063;9.8288;0.0;;;;NaN;;;;0 / 0;137006;2018-04-04 20:29:39:572
-0.0437;0.3909;9.7474;0.0;;;;NaN;;;;0 / 0;137506;2018-04-04 20:29:40:072
-0.6189;0.4016;9.6977;0.0;;;;NaN;;;;0 / 0;138008;2018-04-04 20:29:40:574
0.0275;0.2693;9.572;0.0;;;;NaN;;;;0 / 0;138506;2018-04-04 20:29:41:072
0.0479;0.2233;9.4505;0.0;;;;NaN;;;;0 / 0;139006;2018-04-04 20:29:41:572
-1.6227;-0.161;9.5068;0.0;;;;NaN;;;;0 / 0;139507;2018-04-04 20:29:42:073
-0.152;0.7183;9.42;0.0;;;;NaN;;;;0 / 0;140007;2018-04-04 20:29:42:573
-0.0622;0.4262;9.9491;0.0;;;;NaN;;;;0 / 0;140507;2018-04-04 20:29:43:073
0.4393;0.3537;9.9934;0.0;;;;NaN;;;;0 / 0;141006;2018-04-04 20:29:43:572
-0.0497;0.3944;9.7043;0.0;;;;NaN;;;;0 / 0;141506;2018-04-04 20:29:44:072
0.3849;0.3364;9.6283;0.0;;;;NaN;;;;0 / 0;142006;2018-04-04 20:29:44:572
0.2855;0.6404;9.5756;0.0;;;;NaN;;;;0 / 0;142506;2018-04-04 20:29:45:072
0.097;0.6303;9.6319;0.0;;;;NaN;;;;0 / 0;143013;2018-04-04 20:29:45:579
0.1191;0.2933;9.8198;0.0;;;;NaN;;;;0 / 0;143506;2018-04-04 20:29:46:072
0.2705;0.4699;9.7803;0.0;;;;NaN;;;;0 / 0;144007;2018-04-04 20:29:46:573
0.152;0.4292;9.5924;0.0;;;;NaN;;;;0 / 0;144507;2018-04-04 20:29:47:073
0.0359;0.2059;9.7169;0.0;;;;NaN;;;;0 / 0;145010;2018-04-04 20:29:47:576
-0.1191;0.0832;9.7366;0.0;;;;NaN;;;;0 / 0;145506;2018-04-04 20:29:48:072
0.0066;0.155;9.7839;0.0;;;;NaN;;;;0 / 0;146006;2018-04-04 20:29:48:572
0.0652;0.4226;9.7983;0.0;;;;NaN;;;;0 / 0;146507;2018-04-04 20:29:49:073
-0.1143;0.5974;9.9341;0.0;;;;NaN;;;;0 / 0;147006;2018-04-04 20:29:49:572
0.088;0.7769;9.4942;0.0;;;;NaN;;;;0 / 0;147506;2018-04-04 20:29:50:072
0.0054;0.4154;9.6594;0.0;;;;NaN;;;;0 / 0;148006;2018-04-04 20:29:50:572
0.0024;0.3962;9.7193;0.0;;;;NaN;;;;0 / 0;148506;2018-04-04 20:29:51:072
0.0431;0.4944;9.6403;0.0;;;;NaN;;;;0 / 0;149007;2018-04-04 20:29:51:573
0.0946;0.5986;9.6696;0.0;;;;NaN;;;;0 / 0;149507;2018-04-04 20:29:52:073
0.07;0.6111;9.7306;0.0;;;;NaN;;;;0 / 0;150007;2018-04-04 20:29:52:573
0.0605;0.5435;9.5888;0.0;;;;NaN;;;;0 / 0;150506;2018-04-04 20:29:53:072
-0.0245;0.3699;9.5277;0.0;;;;NaN;;;;0 / 0;151006;2018-04-04 20:29:53:572
-0.0958;0.3885;9.6678;0.0;;;;NaN;;;;0 / 0;151507;2018-04-04 20:29:54:073
0.0832;0.4669;9.7797;0.0;;;;NaN;;;;0 / 0;152006;2018-04-04 20:29:54:572
0.0497;0.6692;9.6355;0.0;;;;NaN;;;;0 / 0;152506;2018-04-04 20:29:55:072
0.0934;0.6267;9.7833;0.0;;;;NaN;;;;0 / 0;153006;2018-04-04 20:29:55:572
0.0652;0.5423;9.8593;0.0;;;;NaN;;;;0 / 0;153506;2018-04-04 20:29:56:072
-0.0156;0.2813;9.5738;0.0;;;;NaN;;;;0 / 0;154006;2018-04-04 20:29:56:572
-0.1065;0.2245;9.4433;0.0;;;;NaN;;;;0 / 0;154506;2018-04-04 20:29:57:072
0.0221;0.3645;9.6804;0.0;;;;NaN;;;;0 / 0;155006;2018-04-04 20:29:57:572
0.1317;0.6955;9.8007;0.0;;;;NaN;;;;0 / 0;155506;2018-04-04 20:29:58:072
0.1616;1.6161;9.6456;0.0;;;;NaN;;;;0 / 0;156006;2018-04-04 20:29:58:572
-0.1454;0.8051;9.6444;0.0;;;;NaN;;;;0 / 0;156506;2018-04-04 20:29:59:072
-0.0718;0.425;9.6953;0.0;;;;NaN;;;;0 / 0;157006;2018-04-04 20:29:59:572
-0.1532;-0.003;9.6582;0.0;;;;NaN;;;;0 / 0;157506;2018-04-04 20:30:00:072
-0.0784;0.1718;9.6223;0.0;;;;NaN;;;;0 / 0;158008;2018-04-04 20:30:00:574
-0.0126;0.6829;9.4314;0.0;;;;NaN;;;;0 / 0;158506;2018-04-04 20:30:01:072
0.1006;0.8392;9.6828;0.0;;;;NaN;;;;0 / 0;159007;2018-04-04 20:30:01:573
0.0934;0.9098;9.7516;0.0;;;;NaN;;;;0 / 0;159507;2018-04-04 20:30:02:073
0.0269;0.9643;9.8809;0.0;;;;NaN;;;;0 / 0;160007;2018-04-04 20:30:02:573
-0.0533;0.1101;9.7067;0.0;;;;NaN;;;;0 / 0;160506;2018-04-04 20:30:03:072
-0.1712;0.1778;9.4954;0.0;;;;NaN;;;;0 / 0;161006;2018-04-04 20:30:03:572
-0.1389;0.2915;9.6187;0.0;;;;NaN;;;;0 / 0;161506;2018-04-04 20:30:04:072
0.1287;0.6644;9.7235;0.0;;;;NaN;;;;0 / 0;162007;2018-04-04 20:30:04:573
0.2179;0.9146;9.5313;0.0;;;;NaN;;;;0 / 0;162506;2018-04-04 20:30:05:072
0.1454;0.7428;9.6444;0.0;;;;NaN;;;;0 / 0;163006;2018-04-04 20:30:05:572
0.419;0.6889;9.6043;0.0;;;;NaN;;;;0 / 0;163506;2018-04-04 20:30:06:072
-0.0551;0.3705;9.672;0.0;;;;NaN;;;;0 / 0;164006;2018-04-04 20:30:06:572
-0.0664;0.1873;9.6492;0.0;;;;NaN;;;;0 / 0;164506;2018-04-04 20:30:07:072
0.34;0.2478;9.5229;0.0;;;;NaN;;;;0 / 0;165006;2018-04-04 20:30:07:572
0.1592;-0.3885;9.6367;0.0;;;;NaN;;;;0 / 0;165506;2018-04-04 20:30:08:072
0.0976;0.7434;9.8462;0.0;;;;NaN;;;;0 / 0;166007;2018-04-04 20:30:08:573
-0.0048;0.4196;9.426;0.0;;;;NaN;;;;0 / 0;166507;2018-04-04 20:30:09:073
-0.1754;0.1873;9.7199;0.0;;;;NaN;;;;0 / 0;167006;2018-04-04 20:30:09:572
-0.2538;0.0599;9.7689;0.0;;;;NaN;;;;0 / 0;167506;2018-04-04 20:30:10:072
0.3095;0.3843;9.6079;0.0;;;;NaN;;;;0 / 0;168006;2018-04-04 20:30:10:572
-0.015;0.5369;9.5176;0.0;;;;NaN;;;;0 / 0;168507;2018-04-04 20:30:11:073
0.1071;0.5854;9.6702;0.0;;;;NaN;;;;0 / 0;169007;2018-04-04 20:30:11:573
-0.1341;2.1386;9.6881;0.0;;;;NaN;;;;0 / 0;169506;2018-04-04 20:30:12:072
0.0928;0.7368;9.8887;0.0;;;;NaN;;;;0 / 0;170007;2018-04-04 20:30:12:573
-0.0251;0.3496;9.6828;0.0;;;;NaN;;;;0 / 0;170507;2018-04-04 20:30:13:073
-0.0227;0.1987;9.6756;0.0;;;;NaN;;;;0 / 0;171007;2018-04-04 20:30:13:573
0.0599;0.5489;9.6666;0.0;;;;NaN;;;;0 / 0;171507;2018-04-04 20:30:14:073
0.5375;0.5243;9.6839;0.0;;;;NaN;;;;0 / 0;172006;2018-04-04 20:30:14:572
0.0712;0.6752;9.6055;0.0;;;;NaN;;;;0 / 0;172506;2018-04-04 20:30:15:072
0.0485;0.4747;9.7151;0.0;;;;NaN;;;;0 / 0;173007;2018-04-04 20:30:15:573
-0.0102;0.3885;9.7528;0.0;;;;NaN;;;;0 / 0;173506;2018-04-04 20:30:16:072
0.1389;0.4345;9.6582;0.0;;;;NaN;;;;0 / 0;174006;2018-04-04 20:30:16:572
-0.1071;0.5824;9.6115;0.0;;;;NaN;;;;0 / 0;174507;2018-04-04 20:30:17:073
0.2915;0.5327;9.6582;0.0;;;;NaN;;;;0 / 0;175016;2018-04-04 20:30:17:582
0.1149;0.5896;9.3362;0.0;;;;NaN;;;;0 / 0;175506;2018-04-04 20:30:18:072
0.094;0.6045;9.6564;0.0;;;;NaN;;;;0 / 0;176006;2018-04-04 20:30:18:572
0.2538;0.264;9.3512;0.0;;;;NaN;;;;0 / 0;176506;2018-04-04 20:30:19:072
0.0736;-0.1329;9.6349;0.0;;;;NaN;;;;0 / 0;177007;2018-04-04 20:30:19:573
0.4507;0.2909;9.2225;0.0;;;;NaN;;;;0 / 0;177507;2018-04-04 20:30:20:073
0.0138;0.7165;9.6157;0.0;;;;NaN;;;;0 / 0;178007;2018-04-04 20:30:20:573
0.0772;0.9307;9.4685;0.0;;;;NaN;;;;0 / 0;178506;2018-04-04 20:30:21:072
0.0712;0.6357;9.8067;0.0;;;;NaN;;;;0 / 0;179006;2018-04-04 20:30:21:572
-0.0622;0.4082;9.7749;0.0;;;;NaN;;;;0 / 0;179506;2018-04-04 20:30:22:072
-0.0311;0.319;9.6037;0.0;;;;NaN;;;;0 / 0;180006;2018-04-04 20:30:22:572
-0.0395;0.2879;9.5337;0.0;;;;NaN;;;;0 / 0;180506;2018-04-04 20:30:23:072
-0.0389;0.4788;9.5385;0.0;;;;NaN;;;;0 / 0;181007;2018-04-04 20:30:23:573
0.0114;0.68;9.6923;0.0;;;;NaN;;;;0 / 0;181507;2018-04-04 20:30:24:073
-0.0874;0.7087;9.8013;0.0;;;;NaN;;;;0 / 0;182006;2018-04-04 20:30:24:572
-0.0036;0.4256;9.5786;0.0;;;;NaN;;;;0 / 0;182506;2018-04-04 20:30:25:072
-0.0156;0.5584;9.5158;0.0;;;;NaN;;;;0 / 0;183006;2018-04-04 20:30:25:572
0.0048;0.4513;9.7989;0.0;;;;NaN;;;;0 / 0;183506;2018-04-04 20:30:26:072
0.0192;0.4633;9.7217;0.0;;;;NaN;;;;0 / 0;184006;2018-04-04 20:30:26:572
-0.003;0.4381;9.6528;0.0;;;;NaN;;;;0 / 0;184507;2018-04-04 20:30:27:073
0.094;0.5447;9.5403;0.0;;;;NaN;;;;0 / 0;185006;2018-04-04 20:30:27:572
-0.0138;0.5022;9.4936;0.0;;;;NaN;;;;0 / 0;185506;2018-04-04 20:30:28:072
0.0778;0.5183;9.5864;0.0;;;;NaN;;;;0 / 0;186007;2018-04-04 20:30:28:573
0.0485;0.3807;9.6833;0.0;;;;NaN;;;;0 / 0;186506;2018-04-04 20:30:29:072
0.0227;0.5848;9.7965;0.0;;;;NaN;;;;0 / 0;187006;2018-04-04 20:30:29:572
0.0952;0.7129;9.8007;0.0;;;;NaN;;;;0 / 0;187506;2018-04-04 20:30:30:072
0.0545;0.6644;9.6049;0.0;;;;NaN;;;;0 / 0;188006;2018-04-04 20:30:30:572
-0.0072;0.3932;9.5499;0.0;;;;NaN;;;;0 / 0;188510;2018-04-04 20:30:31:076
-0.0557;0.3095;9.5636;0.0;;;;NaN;;;;0 / 0;189006;2018-04-04 20:30:31:572
0.0257;0.4932;9.7145;0.0;;;;NaN;;;;0 / 0;189507;2018-04-04 20:30:32:073
0.0934;0.7081;9.7438;0.0;;;;NaN;;;;0 / 0;190007;2018-04-04 20:30:32:573
0.0772;0.6991;9.5696;0.0;;;;NaN;;;;0 / 0;190506;2018-04-04 20:30:33:072
0.0688;0.7087;9.575;0.0;;;;NaN;;;;0 / 0;191006;2018-04-04 20:30:33:572
0.0215;0.5076;9.8084;0.0;;;;NaN;;;;0 / 0;191507;2018-04-04 20:30:34:073
0.0449;0.3986;9.6355;0.0;;;;NaN;;;;0 / 0;192006;2018-04-04 20:30:34:572
-0.0335;0.3561;9.4595;0.0;;;;NaN;;;;0 / 0;192506;2018-04-04 20:30:35:072
0.0497;0.5112;9.6804;0.0;;;;NaN;;;;0 / 0;193007;2018-04-04 20:30:35:573
0.1143;0.7542;9.7767;0.0;;;;NaN;;;;0 / 0;193506;2018-04-04 20:30:36:072
0.1425;0.8416;9.7205;0.0;;;;NaN;;;;0 / 0;194006;2018-04-04 20:30:36:572
0.0455;0.6297;9.7546;0.0;;;;NaN;;;;0 / 0;194507;2018-04-04 20:30:37:073
-6.0E-4;0.4735;9.8354;0.0;;;;NaN;;;;0 / 0;195006;2018-04-04 20:30:37:572
0.0048;0.255;9.6043;0.0;;;;NaN;;;;0 / 0;195506;2018-04-04 20:30:38:072
-0.0078;0.2975;9.4224;0.0;;;;NaN;;;;0 / 0;196006;2018-04-04 20:30:38:572
0.0156;0.5997;9.6211;0.0;;;;NaN;;;;0 / 0;196506;2018-04-04 20:30:39:072
0.0886;0.7907;9.672;0.0;;;;NaN;;;;0 / 0;197007;2018-04-04 20:30:39:573
0.1317;0.8475;9.6953;0.0;;;;NaN;;;;0 / 0;197508;2018-04-04 20:30:40:074
0.0928;0.6913;9.8108;0.0;;;;NaN;;;;0 / 0;198006;2018-04-04 20:30:40:572
-0.0371;0.3214;9.6492;0.0;;;;NaN;;;;0 / 0;198506;2018-04-04 20:30:41:072
-0.1083;0.1287;9.505;0.0;;;;NaN;;;;0 / 0;199006;2018-04-04 20:30:41:572
-0.0138;0.2526;9.5804;0.0;;;;NaN;;;;0 / 0;199506;2018-04-04 20:30:42:072
0.1101;0.7027;9.6594;0.0;;;;NaN;;;;0 / 0;200007;2018-04-04 20:30:42:573
0.1083;0.9577;9.8037;0.0;;;;NaN;;;;0 / 0;200507;2018-04-04 20:30:43:073
0.0976;0.8823;9.7258;0.0;;;;NaN;;;;0 / 0;201006;2018-04-04 20:30:43:572
0.0263;0.4693;9.6965;0.0;;;;NaN;;;;0 / 0;201506;2018-04-04 20:30:44:072
0.0305;0.1365;9.8318;0.0;;;;NaN;;;;0 / 0;202007;2018-04-04 20:30:44:573
-0.0628;0.1419;9.6193;0.0;;;;NaN;;;;0 / 0;202506;2018-04-04 20:30:45:072
-0.0383;0.4687;9.5541;0.0;;;;NaN;;;;0 / 0;203013;2018-04-04 20:30:45:579
0.085;0.6752;9.6409;0.0;;;;NaN;;;;0 / 0;203506;2018-04-04 20:30:46:072
0.0551;0.6782;9.7558;0.0;;;;NaN;;;;0 / 0;204006;2018-04-04 20:30:46:572
0.0778;0.7266;9.6618;0.0;;;;NaN;;;;0 / 0;204506;2018-04-04 20:30:47:072
-0.1024;0.4711;9.7175;0.0;;;;NaN;;;;0 / 0;205007;2018-04-04 20:30:47:573
-0.1568;-0.0048;9.6415;0.0;;;;NaN;;;;0 / 0;205506;2018-04-04 20:30:48:072
0.0323;0.1832;9.6265;0.0;;;;NaN;;;;0 / 0;206007;2018-04-04 20:30:48:573
-0.3735;0.5339;9.4978;0.0;;;;NaN;;;;0 / 0;206506;2018-04-04 20:30:49:072
1.5969;-1.7125;9.9359;0.0;;;;NaN;;;;0 / 0;207007;2018-04-04 20:30:49:573
0.0593;0.7638;9.7438;0.0;;;;NaN;;;;0 / 0;207506;2018-04-04 20:30:50:072
-0.0239;0.4016;9.7025;0.0;;;;NaN;;;;0 / 0;208006;2018-04-04 20:30:50:572
-0.0778;0.243;9.6839;0.0;;;;NaN;;;;0 / 0;208506;2018-04-04 20:30:51:072
0.0736;0.1939;9.6971;0.0;;;;NaN;;;;0 / 0;209006;2018-04-04 20:30:51:572
-0.246;4.6501;8.1684;0.0;;;;NaN;;;;0 / 0;209509;2018-04-04 20:30:52:075
2.241;-0.808;11.321;0.0;;;;NaN;;;;0 / 0;210016;2018-04-04 20:30:52:582
1.5778;1.2091;9.3248;0.0;;;;NaN;;;;0 / 0;210507;2018-04-04 20:30:53:073
-0.7027;0.7362;9.2003;0.0;;;;NaN;;;;0 / 0;211006;2018-04-04 20:30:53:572
-0.2077;0.2903;9.6283;0.0;;;;NaN;;;;0 / 0;211506;2018-04-04 20:30:54:072
-0.1161;-0.0922;9.7875;0.0;;;;NaN;;;;0 / 0;212006;2018-04-04 20:30:54:572
-0.228;-0.747;9.7791;0.0;;;;NaN;;;;0 / 0;212507;2018-04-04 20:30:55:073
-0.1448;-1.3078;9.517;0.0;;;;NaN;;;;0 / 0;213006;2018-04-04 20:30:55:572
-0.0712;0.5052;9.678;0.0;;;;NaN;;;;0 / 0;213506;2018-04-04 20:30:56:072
0.0664;0.419;9.5912;0.0;;;;NaN;;;;0 / 0;214007;2018-04-04 20:30:56:573
0.0036;0.3615;9.5535;0.0;;;;NaN;;;;0 / 0;214507;2018-04-04 20:30:57:073
-0.0084;0.2795;9.7055;0.0;;;;NaN;;;;0 / 0;215006;2018-04-04 20:30:57:572
-0.0365;0.4381;9.6277;0.0;;;;NaN;;;;0 / 0;215506;2018-04-04 20:30:58:072
0.0198;0.6225;9.6881;0.0;;;;NaN;;;;0 / 0;216006;2018-04-04 20:30:58:572
0.0808;0.7661;9.7067;0.0;;;;NaN;;;;0 / 0;216506;2018-04-04 20:30:59:072
0.07;0.7111;9.6073;0.0;;;;NaN;;;;0 / 0;217006;2018-04-04 20:30:59:572
0.0227;0.4735;9.5559;0.0;;;;NaN;;;;0 / 0;217509;2018-04-04 20:31:00:075
-0.0497;0.3029;9.6935;0.0;;;;NaN;;;;0 / 0;218006;2018-04-04 20:31:00:572
-0.0377;0.3531;9.8007;0.0;;;;NaN;;;;0 / 0;218506;2018-04-04 20:31:01:072
0.0646;0.6524;9.5828;0.0;;;;NaN;;;;0 / 0;219006;2018-04-04 20:31:01:572
0.1083;0.7829;9.6534;0.0;;;;NaN;;;;0 / 0;219507;2018-04-04 20:31:02:073
0.1251;0.753;9.809;0.0;;;;NaN;;;;0 / 0;220006;2018-04-04 20:31:02:572
0.0551;0.5794;9.7791;0.0;;;;NaN;;;;0 / 0;220506;2018-04-04 20:31:03:072
-0.0407;0.2693;9.6031;0.0;;;;NaN;;;;0 / 0;221007;2018-04-04 20:31:03:573
-0.0664;0.2143;9.6271;0.0;;;;NaN;;;;0 / 0;221506;2018-04-04 20:31:04:072
0.0036;0.3591;9.6935;0.0;;;;NaN;;;;0 / 0;222006;2018-04-04 20:31:04:572
0.0018;0.498;9.7001;0.0;;;;NaN;;;;0 / 0;222506;2018-04-04 20:31:05:072
0.1718;0.8984;9.6187;0.0;;;;NaN;;;;0 / 0;223007;2018-04-04 20:31:05:573
0.1718;0.8984;9.6187;0.0;;;;NaN;;;;0 / 0;223507;2018-04-04 20:31:06:073
-0.0174;0.3831;9.7121;0.0;;;;NaN;;;;0 / 0;224006;2018-04-04 20:31:06:572
-0.0347;0.2412;9.6798;0.0;;;;NaN;;;;0 / 0;224507;2018-04-04 20:31:07:073
-0.0174;0.3669;9.5894;0.0;;;;NaN;;;;0 / 0;225006;2018-04-04 20:31:07:572
0.0563;0.6069;9.651;0.0;;;;NaN;;;;0 / 0;225506;2018-04-04 20:31:08:072
0.1275;0.8182;9.6756;0.0;;;;NaN;;;;0 / 0;226006;2018-04-04 20:31:08:572
-0.2173;0.4669;9.4008;0.0;;;;NaN;;;;0 / 0;226506;2018-04-04 20:31:09:072
0.0227;0.4968;9.5828;0.0;;;;NaN;;;;0 / 0;227006;2018-04-04 20:31:09:572
0.0634;0.2442;9.6624;0.0;;;;NaN;;;;0 / 0;227507;2018-04-04 20:31:10:073
0.0718;0.3047;9.7797;0.0;;;;NaN;;;;0 / 0;228007;2018-04-04 20:31:10:573
-0.0341;0.5309;9.8402;0.0;;;;NaN;;;;0 / 0;228506;2018-04-04 20:31:11:072
0.1915;0.5429;9.6223;0.0;;;;NaN;;;;0 / 0;229006;2018-04-04 20:31:11:572
0.3508;0.7171;9.1111;0.0;;;;NaN;;;;0 / 0;229507;2018-04-04 20:31:12:073
-0.0215;0.3621;9.5128;0.0;;;;NaN;;;;0 / 0;230006;2018-04-04 20:31:12:572
-0.0509;0.2622;9.6492;0.0;;;;NaN;;;;0 / 0;230506;2018-04-04 20:31:13:072
-0.1179;0.3639;9.6624;0.0;;;;NaN;;;;0 / 0;231006;2018-04-04 20:31:13:572
0.1311;0.583;9.8186;0.0;;;;NaN;;;;0 / 0;231507;2018-04-04 20:31:14:073
0.1269;0.7548;9.6468;0.0;;;;NaN;;;;0 / 0;232006;2018-04-04 20:31:14:572
0.0682;0.7248;9.5882;0.0;;;;NaN;;;;0 / 0;232506;2018-04-04 20:31:15:072
0.0371;0.4405;9.6121;0.0;;;;NaN;;;;0 / 0;233006;2018-04-04 20:31:15:572
-0.0724;0.1861;9.5463;0.0;;;;NaN;;;;0 / 0;233506;2018-04-04 20:31:16:072
-0.0557;0.3124;9.66;0.0;;;;NaN;;;;0 / 0;234007;2018-04-04 20:31:16:573
0.0904;0.5812;9.7845;0.0;;;;NaN;;;;0 / 0;234507;2018-04-04 20:31:17:073
0.1861;0.9816;9.7839;0.0;;;;NaN;;;;0 / 0;235006;2018-04-04 20:31:17:572
0.1305;0.8954;9.7055;0.0;;;;NaN;;;;0 / 0;235506;2018-04-04 20:31:18:072
0.0389;0.5854;9.7342;0.0;;;;NaN;;;;0 / 0;236006;2018-04-04 20:31:18:572
-0.0611;0.1496;9.5876;0.0;;;;NaN;;;;0 / 0;236506;2018-04-04 20:31:19:072
-0.1437;0.07;9.6145;0.0;;;;NaN;;;;0 / 0;237006;2018-04-04 20:31:19:572
0.0078;0.4806;9.7348;0.0;;;;NaN;;;;0 / 0;237506;2018-04-04 20:31:20:072
0.1987;0.8679;9.6935;0.0;;;;NaN;;;;0 / 0;238006;2018-04-04 20:31:20:572
0.2179;0.993;9.581;0.0;;;;NaN;;;;0 / 0;238506;2018-04-04 20:31:21:072
0.1191;0.747;9.6492;0.0;;;;NaN;;;;0 / 0;239006;2018-04-04 20:31:21:572
0.1047;0.6201;9.6618;0.0;;;;NaN;;;;0 / 0;239506;2018-04-04 20:31:22:072
-0.0994;0.1526;9.6702;0.0;;;;NaN;;;;0 / 0;240006;2018-04-04 20:31:22:572
0.0024;0.3543;9.7211;0.0;;;;NaN;;;;0 / 0;240506;2018-04-04 20:31:23:072
0.0964;0.6105;9.493;0.0;;;;NaN;;;;0 / 0;241006;2018-04-04 20:31:23:572
0.1113;0.7997;9.5744;0.0;;;;NaN;;;;0 / 0;241507;2018-04-04 20:31:24:073
0.1185;0.8541;9.8174;0.0;;;;NaN;;;;0 / 0;242006;2018-04-04 20:31:24:572
0.0557;0.4471;9.6804;0.0;;;;NaN;;;;0 / 0;242507;2018-04-04 20:31:25:073
-0.0814;0.1508;9.6373;0.0;;;;NaN;;;;0 / 0;243007;2018-04-04 20:31:25:573
-0.0886;0.2089;9.6307;0.0;;;;NaN;;;;0 / 0;243507;2018-04-04 20:31:26:073
-0.003;0.4345;9.6121;0.0;;;;NaN;;;;0 / 0;244007;2018-04-04 20:31:26:573
0.1502;0.8697;9.6804;0.0;;;;NaN;;;;0 / 0;244507;2018-04-04 20:31:27:073
0.1616;0.9176;9.6941;0.0;;;;NaN;;;;0 / 0;245007;2018-04-04 20:31:27:573
0.0772;0.6123;9.6367;0.0;;;;NaN;;;;0 / 0;245507;2018-04-04 20:31:28:073
-0.0551;0.2436;9.6343;0.0;;;;NaN;;;;0 / 0;246007;2018-04-04 20:31:28:573
-0.0664;0.1287;9.7815;0.0;;;;NaN;;;;0 / 0;246506;2018-04-04 20:31:29:072
-0.0012;0.3956;9.7504;0.0;;;;NaN;;;;0 / 0;247006;2018-04-04 20:31:29:572
0.1035;0.7877;9.6175;0.0;;;;NaN;;;;0 / 0;247506;2018-04-04 20:31:30:072
0.1275;0.756;9.7103;0.0;;;;NaN;;;;0 / 0;248006;2018-04-04 20:31:30:572
0.1006;0.6141;9.6911;0.0;;;;NaN;;;;0 / 0;248506;2018-04-04 20:31:31:072
0.012;0.4585;9.4661;0.0;;;;NaN;;;;0 / 0;249006;2018-04-04 20:31:31:572
-0.0329;0.3549;9.4894;0.0;;;;NaN;;;;0 / 0;249506;2018-04-04 20:31:32:072
-0.0335;0.2705;9.8916;0.0;;;;NaN;;;;0 / 0;250006;2018-04-04 20:31:32:572
0.0658;0.6147;9.8162;0.0;;;;NaN;;;;0 / 0;250506;2018-04-04 20:31:33:072
0.1257;0.8302;9.5822;0.0;;;;NaN;;;;0 / 0;251006;2018-04-04 20:31:33:572
