sep=;;;;;;;;;;;;;;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.6488;2.6863;9.4679;8;54.018;NaN;0 / 0;117016;2018-04-04 20:29:26:662;;;;;;
0.5112;2.8204;9.4463;8;58.093;NaN;0 / 0;117516;2018-04-04 20:29:27:162;;;;;;
0.2921;2.9544;9.3937;8;56.225;NaN;0 / 0;118015;2018-04-04 20:29:27:661;;;;;;
0.243;2.9616;9.3529;8;54.35;NaN;0 / 0;118516;2018-04-04 20:29:28:162;;;;;;
0.4202;2.7809;9.335;8;50.774;NaN;0 / 0;119016;2018-04-04 20:29:28:662;;;;;;
0.4729;2.8287;9.3529;8;35.369;NaN;0 / 0;119516;2018-04-04 20:29:29:162;;;;;;
0.5914;2.8587;9.4176;8;35.805;NaN;0 / 0;120016;2018-04-04 20:29:29:662;;;;;;
0.65;2.7138;9.4451;8;48.646;NaN;0 / 0;120516;2018-04-04 20:29:30:162;;;;;;
0.4633;2.7031;9.3518;8;39.277;NaN;0 / 0;121015;2018-04-04 20:29:30:661;;;;;;
0.2945;2.9197;9.3577;8;48.55;NaN;0 / 0;121516;2018-04-04 20:29:31:162;;;;;;
0.3855;2.9365;9.3589;8;38.269;NaN;0 / 0;122016;2018-04-04 20:29:31:662;;;;;;
0.4322;2.8371;9.3458;8;35.844;NaN;0 / 0;122516;2018-04-04 20:29:32:162;;;;;;
0.5148;2.7533;9.4607;8;35.319;NaN;0 / 0;123016;2018-04-04 20:29:32:662;;;;;;
0.6189;2.7665;9.4679;8;36.015;NaN;0 / 0;123515;2018-04-04 20:29:33:161;;;;;;
0.5686;2.7749;9.3386;8;37.363;NaN;0 / 0;124016;2018-04-04 20:29:33:662;;;;;;
0.3938;2.8323;9.3374;8;36.05;NaN;0 / 0;124516;2018-04-04 20:29:34:162;;;;;;
0.2909;2.9233;9.3793;8;35.008;NaN;0 / 0;125016;2018-04-04 20:29:34:662;;;;;;
0.4573;2.7665;9.3841;8;35.857;NaN;0 / 0;125516;2018-04-04 20:29:35:162;;;;;;
0.595;2.7653;9.3948;8;34.34;NaN;0 / 0;126016;2018-04-04 20:29:35:662;;;;;;
0.6093;2.891;9.4583;8;35.301;NaN;0 / 0;126515;2018-04-04 20:29:36:161;;;;;;
0.4752;2.8431;9.3434;8;36.559;NaN;0 / 0;127016;2018-04-04 20:29:36:662;;;;;;
0.3388;2.7485;9.2237;8;34.804;NaN;0 / 0;127516;2018-04-04 20:29:37:162;;;;;;
0.3232;2.8048;9.3529;8;34.55;NaN;0 / 0;128016;2018-04-04 20:29:37:662;;;;;;
0.4166;2.8192;9.4463;8;42.992;NaN;0 / 0;128516;2018-04-04 20:29:38:162;;;;;;
0.6189;2.8216;9.4068;8;47.067;NaN;0 / 0;129015;2018-04-04 20:29:38:661;;;;;;
0.7063;2.7797;9.5397;8;45.834;NaN;0 / 0;129516;2018-04-04 20:29:39:162;;;;;;
0.5052;2.7234;9.5457;8;51.593;NaN;0 / 0;130016;2018-04-04 20:29:39:662;;;;;;
0.3005;2.7677;9.2883;8;52.05;NaN;0 / 0;130516;2018-04-04 20:29:40:162;;;;;;
0.0395;2.9928;9.0633;8;36.905;NaN;0 / 0;131016;2018-04-04 20:29:40:662;;;;;;
0.2849;2.8635;9.323;8;36.928;NaN;0 / 0;131516;2018-04-04 20:29:41:162;;;;;;
0.6608;2.6228;9.5481;8;37.03;NaN;0 / 0;132016;2018-04-04 20:29:41:662;;;;;;
0.832;2.6588;9.56;8;37.116;NaN;0 / 0;132516;2018-04-04 20:29:42:162;;;;;;
0.8045;2.7581;9.511;8;35.77;NaN;0 / 0;133016;2018-04-04 20:29:42:662;;;;;;
0.34;2.7857;9.3817;8;36.586;NaN;0 / 0;133516;2018-04-04 20:29:43:162;;;;;;
-0.0156;2.9006;9.2081;8;37.046;NaN;0 / 0;134015;2018-04-04 20:29:43:661;;;;;;
0.0407;2.9796;9.2368;8;36.201;NaN;0 / 0;134516;2018-04-04 20:29:44:162;;;;;;
0.4058;2.8216;9.329;8;35.885;NaN;0 / 0;135016;2018-04-04 20:29:44:662;;;;;;
0.7709;2.6624;9.4978;8;35.063;NaN;0 / 0;135516;2018-04-04 20:29:45:162;;;;;;
0.9924;2.6324;9.6415;8;34.788;NaN;0 / 0;136016;2018-04-04 20:29:45:662;;;;;;
0.7266;2.6947;9.5457;8;38.758;NaN;0 / 0;136516;2018-04-04 20:29:46:162;;;;;;
0.1101;2.8659;9.2895;8;36.289;NaN;0 / 0;137016;2018-04-04 20:29:46:662;;;;;;
-0.176;2.9437;9.1315;8;38.124;NaN;0 / 0;137516;2018-04-04 20:29:47:162;;;;;;
0.2837;2.9712;9.3158;8;40.863;NaN;0 / 0;138016;2018-04-04 20:29:47:662;;;;;;
0.656;2.8323;9.4942;8;39.453;NaN;0 / 0;138516;2018-04-04 20:29:48:162;;;;;;
0.8021;2.569;9.4559;8;37.633;NaN;0 / 0;139016;2018-04-04 20:29:48:662;;;;;;
0.7901;2.5606;9.4044;8;38.681;NaN;0 / 0;139516;2018-04-04 20:29:49:162;;;;;;
0.4657;2.7952;9.4667;8;38.661;NaN;0 / 0;140016;2018-04-04 20:29:49:662;;;;;;
0.0982;3.0335;9.4332;8;36.688;NaN;0 / 0;140516;2018-04-04 20:29:50:162;;;;;;
-0.073;3.0083;9.2823;8;37.086;NaN;0 / 0;141016;2018-04-04 20:29:50:662;;;;;;
0.3196;2.7581;9.2356;8;36.478;NaN;0 / 0;141516;2018-04-04 20:29:51:162;;;;;;
0.7997;2.6372;9.5026;8;36.507;NaN;0 / 0;142016;2018-04-04 20:29:51:662;;;;;;
0.9002;2.6085;9.5828;8;36.138;NaN;0 / 0;142516;2018-04-04 20:29:52:162;;;;;;
0.6357;2.6588;9.3649;8;37.181;NaN;0 / 0;143016;2018-04-04 20:29:52:662;;;;;;
0.2035;2.8108;9.3482;8;38.977;NaN;0 / 0;143516;2018-04-04 20:29:53:162;;;;;;
0.0132;2.9485;9.4643;8;36.669;NaN;0 / 0;144016;2018-04-04 20:29:53:662;;;;;;
0.2095;2.8838;9.3769;8;37.204;NaN;0 / 0;144515;2018-04-04 20:29:54:161;;;;;;
0.5962;2.7378;9.3134;8;35.498;NaN;0 / 0;145016;2018-04-04 20:29:54:662;;;;;;
0.7398;2.6659;9.4224;8;35.854;NaN;0 / 0;145516;2018-04-04 20:29:55:162;;;;;;
0.6105;2.6169;9.4367;8;36.387;NaN;0 / 0;146016;2018-04-04 20:29:55:662;;;;;;
0.4405;2.7186;9.4367;8;35.928;NaN;0 / 0;146516;2018-04-04 20:29:56:162;;;;;;
0.2717;2.9018;9.4068;8;37.004;NaN;0 / 0;147015;2018-04-04 20:29:56:661;;;;;;
0.2047;2.8156;9.3027;8;36.02;NaN;0 / 0;147516;2018-04-04 20:29:57:162;;;;;;
0.4405;2.7497;9.4284;8;36.562;NaN;0 / 0;148016;2018-04-04 20:29:57:662;;;;;;
0.6404;2.7809;9.5086;8;35.364;NaN;0 / 0;148516;2018-04-04 20:29:58:162;;;;;;
0.7003;2.6647;9.4092;8;35.183;NaN;0 / 0;149016;2018-04-04 20:29:58:662;;;;;;
0.4345;2.7402;9.4583;8;34.903;NaN;0 / 0;149516;2018-04-04 20:29:59:162;;;;;;
0.2179;2.8455;9.3721;8;48.29;NaN;0 / 0;150016;2018-04-04 20:29:59:662;;;;;;
0.2861;2.7701;9.2632;8;49.642;NaN;0 / 0;150516;2018-04-04 20:30:00:162;;;;;;
0.4764;2.7282;9.4296;8;53.494;NaN;0 / 0;151016;2018-04-04 20:30:00:662;;;;;;
0.3699;3.1352;9.3254;8;51.957;NaN;0 / 0;151516;2018-04-04 20:30:01:162;;;;;;
0.5255;2.8335;9.396;8;56.779;NaN;0 / 0;152016;2018-04-04 20:30:01:662;;;;;;
0.4633;2.8359;9.4523;8;60.938;NaN;0 / 0;152516;2018-04-04 20:30:02:162;;;;;;
0.1999;3.0215;9.3577;8;43.508;NaN;0 / 0;153016;2018-04-04 20:30:02:662;;;;;;
0.0802;3.0957;9.2261;8;44.371;NaN;0 / 0;153516;2018-04-04 20:30:03:162;;;;;;
0.2322;2.9461;9.335;8;38.44;NaN;0 / 0;154016;2018-04-04 20:30:03:662;;;;;;
0.334;2.8754;9.3314;8;38.186;NaN;0 / 0;154516;2018-04-04 20:30:04:162;;;;;;
0.5219;2.8587;9.3146;8;43.284;NaN;0 / 0;155016;2018-04-04 20:30:04:662;;;;;;
0.5339;2.9628;9.511;8;38.981;NaN;0 / 0;155516;2018-04-04 20:30:05:162;;;;;;
0.2658;2.9975;9.4643;8;36.906;NaN;0 / 0;156016;2018-04-04 20:30:05:662;;;;;;
0.1604;2.9437;9.2273;8;38.921;NaN;0 / 0;156516;2018-04-04 20:30:06:162;;;;;;
0.146;2.6995;9.1351;8;44.82;NaN;0 / 0;157016;2018-04-04 20:30:06:662;;;;;;
0.5016;2.66;9.4164;8;38.048;NaN;0 / 0;157515;2018-04-04 20:30:07:161;;;;;;
0.6357;2.8192;9.4858;8;37.679;NaN;0 / 0;158016;2018-04-04 20:30:07:662;;;;;;
0.6069;2.6671;9.4882;8;35.429;NaN;0 / 0;158516;2018-04-04 20:30:08:162;;;;;;
0.3292;2.7833;9.2512;8;37.057;NaN;0 / 0;159016;2018-04-04 20:30:08:662;;;;;;
0.3615;2.9353;9.4008;8;36.264;NaN;0 / 0;159516;2018-04-04 20:30:09:162;;;;;;
0.4681;2.9197;9.5517;8;36.776;NaN;0 / 0;160015;2018-04-04 20:30:09:661;;;;;;
0.4501;2.8323;9.4763;8;35.992;NaN;0 / 0;160516;2018-04-04 20:30:10:162;;;;;;
0.6165;2.5929;9.4116;8;36.527;NaN;0 / 0;161015;2018-04-04 20:30:10:661;;;;;;
0.6871;2.7354;9.4116;8;37.287;NaN;0 / 0;161516;2018-04-04 20:30:11:162;;;;;;
0.2729;3.1472;9.1937;8;40.136;NaN;0 / 0;162016;2018-04-04 20:30:11:662;;;;;;
0.2346;3.0478;9.2165;8;34.99;NaN;0 / 0;162516;2018-04-04 20:30:12:162;;;;;;
0.2729;2.9509;9.3996;8;41.517;NaN;0 / 0;163016;2018-04-04 20:30:12:662;;;;;;
0.4573;2.9712;9.481;8;35.391;NaN;0 / 0;163515;2018-04-04 20:30:13:161;;;;;;
0.6584;2.794;9.5457;8;35.11;NaN;0 / 0;164016;2018-04-04 20:30:13:662;;;;;;
0.6859;2.715;9.396;8;35.979;NaN;0 / 0;164516;2018-04-04 20:30:14:162;;;;;;
0.2777;2.885;9.2285;8;34.867;NaN;0 / 0;165016;2018-04-04 20:30:14:662;;;;;;
-0.012;3.3004;9.1028;8;34.758;NaN;0 / 0;165516;2018-04-04 20:30:15:162;;;;;;
0.1077;3.3208;9.2608;8;38.534;NaN;0 / 0;166016;2018-04-04 20:30:15:662;;;;;;
0.431;3.0981;9.3948;8;41.193;NaN;0 / 0;166516;2018-04-04 20:30:16:162;;;;;;
0.6273;2.8742;9.3458;8;60.9;NaN;0 / 0;167016;2018-04-04 20:30:16:662;;;;;;
0.401;2.9592;9.4116;8;59.441;NaN;0 / 0;167516;2018-04-04 20:30:17:162;;;;;;
0.3148;2.9712;9.4822;8;34.881;NaN;0 / 0;168016;2018-04-04 20:30:17:662;;;;;;
0.2466;2.9125;9.3565;8;55.826;NaN;0 / 0;168516;2018-04-04 20:30:18:162;;;;;;
0.0934;2.9521;9.0968;8;35.172;NaN;0 / 0;169016;2018-04-04 20:30:18:662;;;;;;
0.4022;2.9125;9.2632;8;36.35;NaN;0 / 0;169516;2018-04-04 20:30:19:162;;;;;;
1.0511;2.2936;9.6379;8;37.075;NaN;0 / 0;170016;2018-04-04 20:30:19:662;;;;;;
1.172;2.0901;9.6235;8;34.702;NaN;0 / 0;170516;2018-04-04 20:30:20:162;;;;;;
0.9254;2.332;9.5996;8;35.014;NaN;0 / 0;171016;2018-04-04 20:30:20:662;;;;;;
0.6045;2.6133;9.6007;8;55.546;NaN;0 / 0;171516;2018-04-04 20:30:21:162;;;;;;
0.1532;2.5558;9.2727;8;34.732;NaN;0 / 0;172015;2018-04-04 20:30:21:661;;;;;;
0.0419;2.7031;9.0585;8;36.371;NaN;0 / 0;172516;2018-04-04 20:30:22:162;;;;;;
0.3723;2.9269;9.3134;8;42.359;NaN;0 / 0;173016;2018-04-04 20:30:22:662;;;;;;
0.7997;2.66;9.5253;8;36.516;NaN;0 / 0;173516;2018-04-04 20:30:23:162;;;;;;
0.8475;2.5833;9.5062;8;35.728;NaN;0 / 0;174016;2018-04-04 20:30:23:662;;;;;;
0.7278;2.6252;9.5792;8;37.411;NaN;0 / 0;174516;2018-04-04 20:30:24:162;;;;;;
0.2945;2.9066;9.3865;8;35.407;NaN;0 / 0;175016;2018-04-04 20:30:24:662;;;;;;
-0.1161;3.1089;9.1518;8;36.612;NaN;0 / 0;175516;2018-04-04 20:30:25:162;;;;;;
-0.0335;2.909;9.1578;8;37.268;NaN;0 / 0;176016;2018-04-04 20:30:25:662;;;;;;
0.3795;2.7294;9.2943;8;38.628;NaN;0 / 0;176516;2018-04-04 20:30:26:162;;;;;;
0.9756;2.6803;9.6474;8;40.197;NaN;0 / 0;177016;2018-04-04 20:30:26:662;;;;;;
0.8787;2.7066;9.6079;8;38.91;NaN;0 / 0;177516;2018-04-04 20:30:27:162;;;;;;
0.3208;2.8455;9.3745;8;41.998;NaN;0 / 0;178016;2018-04-04 20:30:27:662;;;;;;
-0.1508;3.0143;9.3075;8;41.698;NaN;0 / 0;178516;2018-04-04 20:30:28:162;;;;;;
-0.2251;3.1268;9.2428;8;50.304;NaN;0 / 0;179015;2018-04-04 20:30:28:661;;;;;;
0.1437;3.0095;9.2261;8;50.583;NaN;0 / 0;179516;2018-04-04 20:30:29:162;;;;;;
0.589;2.7043;9.396;8;46.73;NaN;0 / 0;180016;2018-04-04 20:30:29:662;;;;;;
0.7997;2.6288;9.4786;8;49.624;NaN;0 / 0;180516;2018-04-04 20:30:30:162;;;;;;
0.7398;2.6995;9.4667;8;52.911;NaN;0 / 0;181015;2018-04-04 20:30:30:661;;;;;;
0.3041;2.8898;9.432;8;53.98;NaN;0 / 0;181516;2018-04-04 20:30:31:162;;;;;;
-0.2119;3.1304;9.2261;8;53.574;NaN;0 / 0;182016;2018-04-04 20:30:31:662;;;;;;
-0.1724;3.055;9.1866;8;46.56;NaN;0 / 0;182516;2018-04-04 20:30:32:162;;;;;;
0.395;2.8323;9.3494;8;48.304;NaN;0 / 0;183016;2018-04-04 20:30:32:662;;;;;;
0.838;2.7366;9.4906;8;46.157;NaN;0 / 0;183516;2018-04-04 20:30:33:162;;;;;;
0.7159;2.7761;9.4834;8;45.312;NaN;0 / 0;184016;2018-04-04 20:30:33:662;;;;;;
0.346;2.8024;9.3518;8;49.483;NaN;0 / 0;184516;2018-04-04 20:30:34:162;;;;;;
-0.0575;2.8802;9.2296;8;47.424;NaN;0 / 0;185016;2018-04-04 20:30:34:662;;;;;;
0.0814;3.0502;9.3529;8;42.948;NaN;0 / 0;185516;2018-04-04 20:30:35:162;;;;;;
0.3986;2.9125;9.4104;8;44.611;NaN;0 / 0;186016;2018-04-04 20:30:35:662;;;;;;
0.5997;2.733;9.4068;8;50.672;NaN;0 / 0;186516;2018-04-04 20:30:36:162;;;;;;
0.6297;2.6887;9.4822;8;51.948;NaN;0 / 0;187015;2018-04-04 20:30:36:661;;;;;;
0.34;2.812;9.4128;8;46.345;NaN;0 / 0;187516;2018-04-04 20:30:37:162;;;;;;
0.1951;2.8503;9.3242;8;45.2;NaN;0 / 0;188016;2018-04-04 20:30:37:662;;;;;;
0.1652;2.9149;9.3637;8;52.073;NaN;0 / 0;188516;2018-04-04 20:30:38:162;;;;;;
0.2131;2.8778;9.42;8;44.47;NaN;0 / 0;189016;2018-04-04 20:30:38:662;;;;;;
0.5064;2.7581;9.4834;8;45.421;NaN;0 / 0;189516;2018-04-04 20:30:39:162;;;;;;
0.7398;2.7521;9.5098;8;46.066;NaN;0 / 0;190016;2018-04-04 20:30:39:662;;;;;;
0.5483;2.7557;9.3506;8;44.151;NaN;0 / 0;190516;2018-04-04 20:30:40:162;;;;;;
0.1796;2.8252;9.3099;8;43.54;NaN;0 / 0;191016;2018-04-04 20:30:40:662;;;;;;
0.1281;2.9197;9.3015;8;43.032;NaN;0 / 0;191516;2018-04-04 20:30:41:162;;;;;;
0.3915;2.8683;9.341;8;43.565;NaN;0 / 0;192016;2018-04-04 20:30:41:662;;;;;;
0.583;2.745;9.4296;8;43.274;NaN;0 / 0;192516;2018-04-04 20:30:42:162;;;;;;
0.7075;2.6923;9.5014;8;43.08;NaN;0 / 0;193015;2018-04-04 20:30:42:661;;;;;;
0.6943;2.7007;9.4367;8;41.887;NaN;0 / 0;193516;2018-04-04 20:30:43:162;;;;;;
0.3148;2.8276;9.2392;8;41.732;NaN;0 / 0;194016;2018-04-04 20:30:43:662;;;;;;
0.0838;2.9042;9.3015;8;45.268;NaN;0 / 0;194516;2018-04-04 20:30:44:162;;;;;;
0.146;2.9341;9.4176;8;44.639;NaN;0 / 0;195016;2018-04-04 20:30:44:662;;;;;;
0.5555;2.7402;9.3625;8;45.826;NaN;0 / 0;195516;2018-04-04 20:30:45:162;;;;;;
0.7458;2.6456;9.4296;8;46.478;NaN;0 / 0;196016;2018-04-04 20:30:45:662;;;;;;
0.7542;2.6659;9.5469;8;46.192;NaN;0 / 0;196516;2018-04-04 20:30:46:162;;;;;;
0.6021;2.7665;9.5541;8;43.246;NaN;0 / 0;197016;2018-04-04 20:30:46:662;;;;;;
0.164;2.8742;9.2668;8;48.5;NaN;0 / 0;197516;2018-04-04 20:30:47:162;;;;;;
-0.097;2.9401;9.2356;8;48.928;NaN;0 / 0;198016;2018-04-04 20:30:47:662;;;;;;
0.0826;2.8814;9.3111;8;46.984;NaN;0 / 0;198516;2018-04-04 20:30:48:162;;;;;;
0.6776;2.6995;9.4619;8;46.792;NaN;0 / 0;199015;2018-04-04 20:30:48:661;;;;;;
1.0403;2.4936;9.517;8;46.043;NaN;0 / 0;199516;2018-04-04 20:30:49:162;;;;;;
0.8033;2.5438;9.4439;8;47.446;NaN;0 / 0;200016;2018-04-04 20:30:49:662;;;;;;
0.4142;2.6731;9.4164;8;47.374;NaN;0 / 0;200516;2018-04-04 20:30:50:162;;;;;;
0.0934;2.8647;9.347;8;46.829;NaN;0 / 0;201015;2018-04-04 20:30:50:661;;;;;;
0.2274;2.7653;9.2727;8;53.075;NaN;0 / 0;201516;2018-04-04 20:30:51:162;;;;;;
0.5962;2.6468;9.4882;8;55.484;NaN;0 / 0;202016;2018-04-04 20:30:51:662;;;;;;
1.0295;2.5606;9.4176;0;48.181;NaN;0 / 0;202516;2018-04-04 20:30:52:162;;;;;;
1.2725;2.5726;9.4978;3.1;48.602;NaN;0 / 0;203016;2018-04-04 20:30:52:662;;;;;;
0.8787;2.5343;9.2847;3.1;45.688;NaN;0 / 0;203516;2018-04-04 20:30:53:162;;;;;;
0.4453;2.6827;9.3134;0;44.858;NaN;0 / 0;204016;2018-04-04 20:30:53:662;;;;;;
-0.0263;3.3998;9.4523;3.1;43.815;NaN;0 / 0;204516;2018-04-04 20:30:54:162;;;;;;
0.5698;3.2394;9.3302;3.1;41.958;NaN;0 / 0;205016;2018-04-04 20:30:54:662;;;;;;
1.1372;3.1556;8.9388;3.1;40.658;NaN;0 / 0;205516;2018-04-04 20:30:55:162;;;;;;
1.0139;3.4357;9.3314;3.1;44.597;NaN;0 / 0;206016;2018-04-04 20:30:55:662;;;;;;
0.8607;3.1256;8.9986;3.1;45.612;NaN;0 / 0;206515;2018-04-04 20:30:56:161;;;;;;
0.3699;3.4919;9.0896;3.1;40.51;NaN;0 / 0;207016;2018-04-04 20:30:56:662;;;;;;
0.6225;3.0957;9.2895;3.1;40.179;NaN;0 / 0;207516;2018-04-04 20:30:57:162;;;;;;
0.7961;3.3627;9.0944;3.1;41.678;NaN;0 / 0;208016;2018-04-04 20:30:57:662;;;;;;
1.3707;2.6348;9.5301;3.1;41.608;NaN;0 / 0;208516;2018-04-04 20:30:58:162;;;;;;
1.7166;2.5067;9.2584;0;47.16;NaN;0 / 0;209016;2018-04-04 20:30:58:662;;;;;;
1.2031;2.6193;9.2117;0;48.825;NaN;0 / 0;209516;2018-04-04 20:30:59:162;;;;;;
-0.577;2.3715;6.7289;0;43.191;NaN;0 / 0;210015;2018-04-04 20:30:59:661;;;;;;
0.0539;0.7661;8.0553;0;64.656;NaN;0 / 0;210516;2018-04-04 20:31:00:162;;;;;;
1.166;-6.6391;8.6562;3.1;62.129;NaN;0 / 0;211016;2018-04-04 20:31:00:662;;;;;;
-0.5638;-0.018;10.337;3.1;65.397;NaN;0 / 0;211516;2018-04-04 20:31:01:162;;;;;;
-0.231;1.3396;10.0616;3.1;57.285;NaN;0 / 0;212016;2018-04-04 20:31:01:662;;;;;;
1.3156;0.6213;9.8521;3.1;53.642;NaN;0 / 0;212515;2018-04-04 20:31:02:161;;;;;;
-0.7326;1.3048;9.6558;3.1;48.184;NaN;0 / 0;213016;2018-04-04 20:31:02:662;;;;;;
-0.9242;1.2402;9.4068;3.1;34.164;NaN;0 / 0;213516;2018-04-04 20:31:03:162;;;;;;
-0.4764;1.3084;9.9659;3.1;37.717;NaN;0 / 0;214016;2018-04-04 20:31:03:662;;;;;;
0.0275;1.3443;9.9946;3.1;39.382;NaN;0 / 0;214516;2018-04-04 20:31:04:162;;;;;;
0.2813;1.2234;9.6965;3.1;42.404;NaN;0 / 0;215016;2018-04-04 20:31:04:662;;;;;;
-0.0371;1.3384;9.8031;3.1;35.498;NaN;0 / 0;215515;2018-04-04 20:31:05:161;;;;;;
-0.6608;1.4605;9.7492;3.1;33.831;NaN;0 / 0;216016;2018-04-04 20:31:05:662;;;;;;
-0.8092;1.4365;9.6139;3.1;36.176;NaN;0 / 0;216516;2018-04-04 20:31:06:162;;;;;;
-0.5866;1.3443;9.6989;3.1;34.669;NaN;0 / 0;217016;2018-04-04 20:31:06:662;;;;;;
-0.2035;1.3372;9.5756;3.1;34.175;NaN;0 / 0;217516;2018-04-04 20:31:07:162;;;;;;
0.091;1.4018;9.8641;3.1;33.232;NaN;0 / 0;218015;2018-04-04 20:31:07:661;;;;;;
0.1365;1.4389;10.082;3.1;31.962;NaN;0 / 0;218516;2018-04-04 20:31:08:162;;;;;;
-0.2765;1.3563;9.7348;3.1;32.831;NaN;0 / 0;219016;2018-04-04 20:31:08:662;;;;;;
-0.7757;1.3946;9.5828;3.1;32.986;NaN;0 / 0;219516;2018-04-04 20:31:09:162;;;;;;
-0.7578;1.4796;9.6355;3.1;32.84;NaN;0 / 0;220016;2018-04-04 20:31:09:662;;;;;;
-0.4585;1.415;9.6738;3.1;31.66;NaN;0 / 0;220515;2018-04-04 20:31:10:161;;;;;;
0.0383;1.3599;9.8162;3.1;31.63;NaN;0 / 0;221016;2018-04-04 20:31:10:662;;;;;;
0.1891;1.3611;9.9012;3.1;31.505;NaN;0 / 0;221516;2018-04-04 20:31:11:162;;;;;;
-0.1365;1.3982;9.7755;3.1;31.575;NaN;0 / 0;222016;2018-04-04 20:31:11:662;;;;;;
-0.5267;1.4198;9.6271;3.1;33.811;NaN;0 / 0;222516;2018-04-04 20:31:12:162;;;;;;
-0.8104;1.4018;9.6199;3.1;32.904;NaN;0 / 0;223015;2018-04-04 20:31:12:661;;;;;;
-0.5219;1.4569;9.7983;3.1;33.833;NaN;0 / 0;223516;2018-04-04 20:31:13:162;;;;;;
0.0275;1.4293;9.8809;3.1;33.149;NaN;0 / 0;224016;2018-04-04 20:31:13:662;;;;;;
0.0742;1.3719;9.8689;3.1;32.606;NaN;0 / 0;224516;2018-04-04 20:31:14:162;;;;;;
-0.2131;1.3671;9.7827;3.1;33.484;NaN;0 / 0;225015;2018-04-04 20:31:14:661;;;;;;
-0.3687;1.3934;9.5325;3.1;41.883;NaN;0 / 0;225516;2018-04-04 20:31:15:162;;;;;;
-0.583;1.4114;9.6079;3.1;36.352;NaN;0 / 0;226016;2018-04-04 20:31:15:662;;;;;;
-0.6201;1.4365;9.8438;3.1;40.592;NaN;0 / 0;226516;2018-04-04 20:31:16:162;;;;;;
-0.2538;1.4365;9.9347;3.1;34.07;NaN;0 / 0;227016;2018-04-04 20:31:16:662;;;;;;
0.0742;1.3743;9.8126;3.1;31.385;NaN;0 / 0;227516;2018-04-04 20:31:17:162;;;;;;
-0.1281;1.3431;9.6726;3.1;37.276;NaN;0 / 0;228016;2018-04-04 20:31:17:662;;;;;;
-0.4238;1.4102;9.6702;3.1;40.83;NaN;0 / 0;228516;2018-04-04 20:31:18:162;;;;;;
-0.6428;1.4281;9.5732;3.1;42.27;NaN;0 / 0;229016;2018-04-04 20:31:18:662;;;;;;
-0.5124;1.4126;9.7648;3.1;33.74;NaN;0 / 0;229516;2018-04-04 20:31:19:162;;;;;;
-0.1389;1.4114;9.985;3.1;37.945;NaN;0 / 0;230016;2018-04-04 20:31:19:662;;;;;;
0.0132;1.3862;9.8833;3.1;40.775;NaN;0 / 0;230516;2018-04-04 20:31:20:162;;;;;;
-0.1903;1.3348;9.5984;3.1;46.055;NaN;0 / 0;231016;2018-04-04 20:31:20:662;;;;;;
-0.5447;1.4114;9.5648;3.1;38.659;NaN;0 / 0;231516;2018-04-04 20:31:21:162;;;;;;
-0.6393;1.4856;9.7396;3.1;39.534;NaN;0 / 0;232016;2018-04-04 20:31:21:662;;;;;;
-0.4166;1.3946;9.8258;3.1;38.832;NaN;0 / 0;232515;2018-04-04 20:31:22:161;;;;;;
-0.0215;1.2701;9.7097;3.1;30.737;NaN;0 / 0;233016;2018-04-04 20:31:22:662;;;;;;
0.006;1.4078;9.8426;3.1;30.112;NaN;0 / 0;233516;2018-04-04 20:31:23:162;;;;;;
-0.2406;1.4533;9.9419;3.1;32.017;NaN;0 / 0;234016;2018-04-04 20:31:23:662;;;;;;
-0.4681;1.4533;9.7899;3.1;32.11;NaN;0 / 0;234516;2018-04-04 20:31:24:162;;;;;;
-0.6883;1.3886;9.5409;3.1;31.639;NaN;0 / 0;235016;2018-04-04 20:31:24:662;;;;;;
-0.577;1.3527;9.5577;3.1;30.893;NaN;0 / 0;235516;2018-04-04 20:31:25:162;;;;;;
-0.0563;1.3767;9.8414;3.1;31.688;NaN;0 / 0;236016;2018-04-04 20:31:25:662;;;;;;
0.2143;1.409;10.0341;3.1;41.473;NaN;0 / 0;236516;2018-04-04 20:31:26:162;;;;;;
0.0814;1.4114;9.9395;3.1;31.762;NaN;0 / 0;237016;2018-04-04 20:31:26:662;;;;;;
-0.5291;1.3791;9.5385;3.1;42.871;NaN;0 / 0;237516;2018-04-04 20:31:27:162;;;;;;
-0.8547;1.4114;9.5696;3.1;42.901;NaN;0 / 0;238016;2018-04-04 20:31:27:662;;;;;;
-0.7171;1.488;9.7169;3.1;31.9;NaN;0 / 0;238516;2018-04-04 20:31:28:162;;;;;;
-0.2945;1.3994;9.7396;3.1;42.93;NaN;0 / 0;239016;2018-04-04 20:31:28:662;;;;;;
0.2298;1.2881;9.9;3.1;42.001;NaN;0 / 0;239516;2018-04-04 20:31:29:162;;;;;;
0.1221;1.3731;9.8928;3.1;46.574;NaN;0 / 0;240016;2018-04-04 20:31:29:662;;;;;;
-0.328;1.4772;9.7193;3.1;40.678;NaN;0 / 0;240516;2018-04-04 20:31:30:162;;;;;;
